Incident Number,Cause number,xw_human_factor_confidence
MP-299-20120911-1635,2,
MP-299-20120913,1,
MP-299-20120913,2,
MP-299-20190922-0655,1,
MP-299-20190922-0655,2,
MP-299-20190922-0655,3,
MP-299-20190922-0655,4,
MP-299-20190922-0655,5,low
MP-299-20190922-0655,6,
MP-299-20190922-0655,7,
UNKEYED-8174d1253136,1,
UNKEYED-8174d1253136,2,
MP-42-20200909-0830,1,low
MP-42-20200909-0830,2,medium
UNKEYED-dcd67767f37f,1,
UNKEYED-dcd67767f37f,2,
MP-42-20210921-1608,1,
MP-42-20210921-1608,2,
MP-64-20171013-0530,1,
MP-64-20171013-0530,2,
MP-64-20211009-0910,1,
MP-64-20211009-0910,2,
MP-73-20171104-1440,1,
MP-73-20171104-1440,2,
UNKEYED-e7044c7f14cb,1,
MP-288-20191015-0755,1,low
MP-288-20191015-0755,2,
MP-288-20191015-0755,3,
MP-288-20191015-0755,4,high
MP-288-20191015-0755,5,medium
MP-296-20190121-0645,1,
MP-296-20190121-0645,2,
MU-726A-1538,1,
MU-726A-1538,2,
MU-762-20120812-0825,1,
MU-762-20120812-0825,2,
MU-A 111 A-20141006-2045,1,
MU-A 111 A-20141006-2045,2,
MU-A 111 A-20141006-2045,3,
MU-A 111 A-20150623-1800,1,
MU-A 111 A-20150623-1800,2,
MU-A 111 A-20150625-2100,1,
MU-A 111 A-20150625-2100,2,
MU-A 111 A-20140731-1830,1,
MU-A 111 A-20140731-1830,2,
31-20140704-1400,1,
31-20140704-1400,2,
MC-582-20220713-2045,1,medium
MC-582-20220713-2045,2,low
GC-338-20211120-1315,1,
GC-338-20211120-1315,2,
GC-478-20220722-2203,1,
GC-478-20220722-2203,2,
MP-268-20220630-2346,1,medium
MP-268-20220630-2346,2,low
PL-23-20210801-1010,1,
PL-23-20210801-1010,2,
PL-23-20210923-1010,1,
PL-23-20210923-1010,2,
PL-23-20190408-0600,1,
PL-23-20190408-0600,2,
PL-23-20160229-1930,1,
PL-23-20160229-1930,2,
PL-23-20160229-1930,3,
PL-23-20160229-1930,4,
PL-23-20160229-1930,5,
PL-23-20160229-1930,6,
PL-23-20160229-1930,7,
PL-23-20160229-1930,8,
PL-5-20180625-1730,1,
PL-5-20180625-1730,2,
PN-969-20120613-1430,1,
PN-969-20120613-1430,2,
PN-975-20151126-1025,1,
PN-975-20151126-1025,2,
VR-376 A-20120229-0345,1,
VR-376 A-20120229-0345,2,
VR-376 A-20120229-0345,3,
VR-376 A-20120229-0345,4,
VR-376 A-20120229-0345,5,
BA-375-20110415-1140,1,
BA-375-20110415-1140,2,
EB-602-20120219,1,
EB-602-20120219,2,
MO-830-20120218,1,
MO-830-20120218,2,
MO-830-20120218,3,
MO-830-20120218,4,
MO-830-20120218,5,
MO-830-20120218,6,
GC-205-1600,1,
GC-205-1600,2,
GC-205-1600,3,
GC-205-1600,4,
WR-29-20120102,1,
WR-29-20120102,2,
WR-29-20120204,1,
WR-29-20120204,2,
UNKEYED-240fbdbca298,1,
UNKEYED-240fbdbca298,2,
MC-737-20091230-0900,1,
MC-737-20091230-0900,2,
MC-737-20091230-0900,3,
MC-737-20091230-0900,4,
MC-737-20091230-0900,5,
MC-737-20091230-0900,6,
EC-129-20120305,1,
EC-129-20120305,2,
EI-333-20190524-1600,1,
EI-333-20190524-1600,2,
SE-39-20130130-0100,1,
SE-39-20130130-0100,2,
MC-764-20211120-0215,1,
MC-764-20211120-0215,2,
MC-809-20220820-1007,1,
MC-809-20220820-1007,2,medium
MC-940-20220508-1130,1,
VK-956-20110805-1245,1,
SM-5-20120822-0830,1,
SM-5-20120822-0830,2,
SM-106-0830,1,
SM-106-0830,2,
SM-128-20140225-1500,1,
SM-128-20140225-1500,2,
SM-130-20190520-1400,1,
SM-130-20190520-1400,2,
SM-5-0845,1,
SM-147-20130904-0500,1,
SM-147-20130904-0500,2,
SM-147-20140917-2230,1,
SM-147-20140917-2230,2,
SM-192-20220907-1600,1,
SM-192-20220907-1600,2,
SM-217-20130505-0001,1,
SM-217-20130505-0001,2,
SM-234-20150113-1455,1,
SM-234-20150113-1455,2,
SM-236-20121121-1320,1,
SM-236-20121121-1320,2,
SM-236-20121121-1320,3,
SM-27-20141205-0730,1,
SM-27-20141205-0730,2,
SM-58-20191007-1530,1,
SM-58-20191007-1530,2,
SM-66-20130412-1325,1,
SM-66-20130412-1325,2,
SM-69-20121101-2135,1,
SM-69-20121101-2135,2,
SM-105-20180707-1115,1,
SM-105-20180707-1115,2,
SM-105-20180707-1115,3,
SM-105-20180707-1115,4,
SM-105-20180707-1115,5,
SM-105-20180707-1115,6,
SM-105-20180707-1115,7,
SM-105-20180707-1115,8,
SM-105-20180707-1115,9,
SM-105-20180707-1115,10,
SM-105-20180707-1115,11,
SM-105-20180707-1115,12,
SM-105-20180707-1115,13,
SM-105-20180707-1115,14,
SM-105-20180707-1115,15,
SM-105-20180707-1115,16,
SM-130-20170911-1138,1,
SM-149 C-20210107-1330,1,
SM-149-20200217-0800,1,
SM-149-20200217-0800,2,
SM-223-20200321-1200,1,
SM-223-20200321-1200,2,
SM-223-20200321-1200,3,
SM-223-20200321-1200,4,
SM-223-20200321-1200,5,
SM-223-20200321-1200,6,
SM-237-20220802-1130,1,
SM-237-20220802-1130,2,
SM-58-20190911-1330,1,
SM-58-20190911-1330,2,
SM-93-20171114-1215,1,
SM-93-20171114-1215,2,
SM-99-20181006-0930,1,
SM-99-20181006-0930,2,
SP-49-20200908-1330,1,
SP-49-20200908-1330,2,
SP-49-20200908-1330,3,
UNKEYED-0613ee244708,1,
UNKEYED-0613ee244708,2,
SP-65-20140807-1540,1,
SP-65-20140807-1540,2,
SP-65-20140807-1540,3,
SP-65-20140807-1540,4,
SP-65-20140807-1540,5,
SP-65-20140807-1540,6,
SP-77-20170603-1935,1,
SP-77-20170603-1935,2,
SP-77-20170603-1935,3,
SP-93-20170127-0800,1,
SP-93-20170127-0800,2,
SP-93-20170127-0800,3,
SP-93-20170127-0800,4,
SP-93-20170127-0800,5,
SP-93-20170127-0800,6,
SP-93-20151009-0015,1,
SP-93-20151009-0015,2,
UNKEYED-247dc727dd42,1,
UNKEYED-247dc727dd42,2,
UNKEYED-247dc727dd42,3,
UNKEYED-247dc727dd42,4,
UNKEYED-247dc727dd42,5,
UNKEYED-247dc727dd42,6,
UNKEYED-247dc727dd42,7,
UNKEYED-247dc727dd42,8,
UNKEYED-247dc727dd42,9,
UNKEYED-247dc727dd42,10,
UNKEYED-247dc727dd42,11,
UNKEYED-247dc727dd42,12,
UNKEYED-247dc727dd42,13,
UNKEYED-247dc727dd42,14,
UNKEYED-247dc727dd42,15,
UNKEYED-247dc727dd42,16,
UNKEYED-247dc727dd42,17,
UNKEYED-247dc727dd42,18,
SP-93-20141020-1000,1,
SP-93-20141020-1000,2,
SP-60-20190605-0915,1,
SP-60-20190605-0915,2,
SP-60-20190605-0915,3,
SS-114 J-20120330-0715,1,
SS-114 J-20120330-0715,2,
SS-114-20180720-0855,1,
SS-177-20170802-1515,1,
SS-177-20170802-1515,2,
SS-177-20170802-1515,3,
SS-177-20170802-1515,4,
SS-193-20220507-0910,1,
SS-193-20220507-0910,2,
SS-198-20170716-1630,1,
SS-198-20170716-1630,2,
SS-198-20170716-1630,3,
SS-198I-20130710-2115,1,
SS-198I-20130710-2115,2,
SS-198I-20130710-2115,3,
SS-224-20180223-0645,1,
SS-224-20180223-0645,2,
SS-5-20130707-1830,1,
SS-5-20130707-1830,2,
SS-5-20130707-1830,3,
SS-5-20130707-1830,4,
SS-5-20130707-1830,5,
SS-5-20130707-1830,6,
SS-5-20130707-1830,7,
SS-5-20130707-1830,8,
SS-5-20130707-1830,9,
SS-5-20130707-1830,10,
SS-5-20130707-1830,11,
SS-229-20150618-1500,1,
SS-229-20150618-1500,2,
SS-229-20150618-1500,3,
SS-229-20150618-1500,4,
SS-229-20150618-1500,5,
SS-229-20150618-1500,6,
SS-229-20150618-1500,7,
SS-229-20150618-1500,8,
SS-229-20150618-1500,9,
SS-229-20150618-1500,10,
SS-229-20150618-1500,11,
SS-229-20141212-0900,1,
SS-229-20141212-0900,2,
SS-229-20141212-0900,3,
SS-229-20141212-0900,4,
SS-229-20141212-0900,5,
SS-229-20141212-0900,6,
SS-229-20141212-0900,7,
SS-229-20121130-0850,1,
SS-229-20121130-0850,2,
SS-229-20121130-0850,3,
SS-233-20120926-1000,1,
SS-233-20120926-1000,2,
SS-241-20140925-1350,1,
SS-241-20140925-1350,2,
SS-241-20140925-1350,3,
SS-266-20170105-0200,1,
SS-266-20170105-0200,2,
SS-274-20141023-1100,1,
SS-274-20141023-1100,2,
SS-300-20120907-1950,1,
SS-300-20120907-1950,2,
SS-300-20220328-0830,1,
SS-300-20220328-0830,2,
SS-358-20200222-1530,1,
SS-358-20200222-1530,2,
SS-72-20141105-1015,1,
SS-72-20141105-1015,2,
SS-114-20180725-0020,1,
SS-154-20161223-1550,1,
SS-154-20161223-1550,2,
SS-349-20180825-0345,1,
SS-349-20180825-0345,2,
SS-72-20180322-1230,1,
SS-72-20180322-1230,2,
ST-100-20210507-1700,1,
ST-100-20210507-1700,2,
ST-127-20150628-0955,1,
ST-127-20150628-0955,2,
ST-5-20130212-1600,1,
ST-5-20130212-1600,2,
ST-131-20150607-0840,1,
ST-200-20151126-0131,1,
ST-200-20151126-0131,2,
ST-5-20131101-1215,1,
ST-5-20131101-1215,2,
ST-5-20131101-1215,3,
ST-5-20131101-1215,4,
ST-224-20171129-2015,1,
ST-224-20171129-2015,2,
ST-26-20210502-1011,1,
ST-26-20210502-1011,2,
ST-26-20170610-1515,1,
ST-26-20170610-1515,2,
ST-26-20170610-1515,3,
ST-26-20170610-1515,4,
ST-26-20170610-1515,5,
ST-26-20130822-1545,1,
ST-26-20130822-1545,2,
ST-26-20130822-1545,3,
ST-27-20150123-0430,1,
ST-27-20150123-0430,2,
ST-28-20171011-0015,1,
ST-28-20171011-0015,2,
ST-285-20140517-0830,1,
ST-285-20140517-0830,2,
ST-285-20140517-0830,3,
ST-285-20140517-0830,4,
ST-285-20140517-0830,5,
ST-5-20131220-0300,1,
ST-5-20131220-0300,2,
ST-311-20200123-1200,1,
ST-311-20200123-1200,2,
ST-311-20200123-1200,3,
ST-311-20200123-1200,4,
ST-52-20191007-1110,1,
ST-52-20191007-1110,2,
ST-63-20120822-0145,1,
ST-63-20120822-0145,2,
ST-67 B-1100,1,
ST-67 B-1100,2,
ST-67 B-1100,3,
ST-200-20171112,1,
ST-311-20180904-0217,1,
ST-311-20180904-0217,2,
ST-311-20180904-0217,3,
ST-34-20170915-1150,1,
ST-34-20170915-1150,2,
VK-989-20211201-1930,1,
VK-989-20211201-1930,2,
VK-989-20211201-1930,3,
VK-989-20211201-1930,4,
VK-817-20171103-1350,1,
VK-817-20171103-1350,2,
VK-817-20171103-1350,3,
UNKEYED-8686d8ebaf09,1,
UNKEYED-8686d8ebaf09,2,
UNKEYED-8686d8ebaf09,3,
UNKEYED-8686d8ebaf09,4,
VK-900A-20201222-1530,1,
VK-900A-20201222-1530,2,
VK-900A-20210328-1115,1,
VK-900A-20210328-1115,2,
VK-915-20180122-2330,1,
VK-915-20180122-2330,2,
VK-915-20180122-2330,3,
VK-956-20200115-0715,1,
VK-956-20200115-0715,2,high
VK-956-20200115-0715,3,medium
VK-956-20200115-0715,4,
VK-965-20201121-1945,1,
UNKEYED-ea1cf5d7424b,1,
UNKEYED-ea1cf5d7424b,2,
UNKEYED-ea1cf5d7424b,3,
UNKEYED-ea1cf5d7424b,4,
VK-823-20180626-1515,1,
VK-823-20180626-1515,2,
VK-823-20180626-1515,3,
VK-823-20180626-1515,4,
VK-823-20180626-1515,5,
VK-823-20180626-1515,6,
VR-124E-20120929-0455,1,
VR-124E-20120929-0455,2,
VR-124E-20120929-0455,3,
VR-131-20120917-1330,1,
VR-131-20120917-1330,2,
VR-131-20120917-1330,3,
VR-131-20120917-1330,4,
VR-131-20120917-1330,5,
VR-214-20130512-1345,1,
VR-214-20130512-1345,2,
VR-226A W-1900,1,
VR-226A W-1900,2,
VR-226A W-1900,3,
VR-226A W-1900,4,
VR-279-20150619-0605,1,
VR-279-20150619-0605,2,
VR-279-20150619-0605,3,
VR-279-20150619-0605,4,
VR-279-20150619-0605,5,
VR-279-20150619-0605,6,
VR-279-20150619-0605,7,
VR-279-20150619-0605,8,
VR-340-20120721-1048,1,
VR-340-20120721-1048,2,
VR-340-20120721-1048,3,
VR-340-20120721-1048,4,
VR-340-20120721-1048,5,
VR-342-20141113-1930,1,
VR-342-20141113-1930,2,
VR-342-20121216-1800,1,
VR-342-20121216-1800,2,
VR-342-20121216-1800,3,
VR-342-20121216-1800,4,
VR-356-20130410-0415,1,
VR-356-20130410-0415,2,
VR-369-20220624-1300,1,
VR-369-20220624-1300,2,
VR-5-20140418-1900,1,
VR-5-20140418-1900,2,
VR-371-20200210-1745,1,
VR-371-20200210-1745,2,
VR-5-20140608-1030,1,
VR-5-20140608-1030,2,
VR-5-20140608-1030,3,
VR-5-20140608-1030,4,
VR-5-20140608-1030,5,
VR-398-20120801-0020,1,
VR-398-20120801-0020,2,
VR-52-20130531-1230,1,
VR-52-20130531-1230,2,
VR-52-20130531-1230,3,
VR-52-20130531-1230,4,
VR-52-20130531-1230,5,
VR-261-20151216-1845,1,
VR-261-20151216-1845,2,
VR-261-20151216-1845,3,
VR-261-20151216-1845,4,
VR-261-20151216-1845,5,
VR-252-20190909-2300,1,
VR-252-20190909-2300,2,
VR-252-20190909-2300,3,
VR-252-20190909-2300,4,
VR-252-20190909-2300,5,
VR-252-20190909-2300,6,
VR-252-20190909-2300,7,
VR-252-20190909-2300,8,
VR-252-20190909-2300,9,
VR-252-20190909-2300,10,
VR-252-20180425-1700,1,
VR-252-20180425-1700,2,
VR-252-20180425-1700,3,
VR-331-20210807-1500,1,
VR-331-20210807-1500,2,
VR-331-20210807-1500,3,
VR-369-20190701-1400,1,
VR-369-20190701-1400,2,
VR-369-20190701-1400,3,
VR-369-20190701-1400,4,
VR-369-20190701-1400,5,
VR-369-20190701-1400,6,
WC-111-1200,1,
WC-111-1200,2,
WC-111-1200,3,
WC-111-1200,4,
WC-144-20160101-0300,1,
WC-144-20160101-0300,2,
WC-20-20130201-1610,1,
WC-20-20130201-1610,2,
WC-20-20130201-1610,3,
WC-20-20130201-1610,4,
WC-20-20130201-1610,5,
WC-205-20120905-2030,1,
WC-205-20120905-2030,2,
WC-205-20120905-2030,3,
WC-544-20141024-1455,1,
WC-544-20141024-1455,2,
WC-544-20141024-1455,3,
WC-544-20141024-1455,4,
WC-544-20141024-1455,5,
WC-544-20141024-1455,6,
WC-544-20141024-1455,7,
WC-639 A-20120928-0915,1,
WC-639 A-20120928-0915,2,
WC-96-20211127-0930,1,
WC-96-20211127-0930,2,
WC-180-20161017-0100,1,
WC-180-20161017-0100,2,
WC-180-20161017-0100,3,
WC-180-20161017-0100,4,
WC-180-20161017-0100,5,
WC-180-20161017-0100,6,
WC-180-20161017-0100,7,
WC-180-20161017-0100,8,
WC-61-20190413-0615,1,
WC-61-20190413-0615,2,
WC-61-20190413-0615,3,
WC-61-20190413-0615,4,
WC-61-20190413-0615,5,
WC-61-20190413-0615,6,
WC-61-20190413-0615,7,
WC-61-20190413-0615,8,
WC-61-20190413-0615,9,
WD-105-20130318-0845,1,
WD-105-20130318-0845,2,
WD-105-20130318-0845,3,
WD-105-20130318-0845,4,
WD-105-20130318-0845,5,
WD-105-20130318-0845,6,
WD-105E-20201129-0657,1,
WD-105E-20201129-0657,2,
WD-133-20180909-1130,1,
WD-133-20180909-1130,2,
WD-152-20190117-0930,1,
WD-152-20190117-0930,2,
WD-152-20190117-0930,3,
WD-152-20190117-0930,4,
WD-152-20190117-0930,5,low
WD-27-20191124-0700,1,
WD-27-20191124-0700,2,
UNKEYED-35df76b2eb39,1,
UNKEYED-35df76b2eb39,2,
UNKEYED-35df76b2eb39,3,
UNKEYED-35df76b2eb39,4,
WD-30-20200124-1900,1,
WD-30-20200124-1900,2,
WD-30-20200124-1900,3,
WD-30-20200124-1900,4,
WD-30-20200124-1900,5,
WD-30P-20210109-0830,1,
WD-32-20160921-0828,1,
WD-32-20160921-0828,2,
WD-32-20160921-0828,3,
WD-32-20160921-0828,4,
WD-32-20140730-2030,1,
WD-32-20140730-2030,2,
WD-32-20140730-2030,3,
WD-32-20140730-2030,4,
WD-32-20140730-2030,5,
WD-32-20140730-2030,6,
WD-32-20140730-2030,7,
UNKEYED-239452acb1aa,1,
UNKEYED-239452acb1aa,2,
UNKEYED-239452acb1aa,3,
UNKEYED-239452acb1aa,4,
UNKEYED-239452acb1aa,5,
UNKEYED-239452acb1aa,6,
UNKEYED-239452acb1aa,7,
WD-70-20120904-1130,1,
WD-70-20120904-1130,2,
WD-73-20190527-1430,1,low
WD-73-20190527-1430,2,medium
WD-73-20190527-1430,3,high
WD-73-20190527-1430,4,
WD-73-20120913-0330,1,
WD-73-20120913-0330,2,
WD-73-20120913-0330,3,
WD-73-20120913-0330,4,
WD-73-20120913-0330,5,
WD-73-20160503-1620,1,
WD-73-20160503-1620,2,
WD-73-20160503-1620,3,
WD-73-20160503-1620,4,
WD-73-20160503-1620,5,
WD-73-20160503-1620,6,
WD-73-20160503-1620,7,
WD-73-20160503-1620,8,
WD-73-20160503-1620,9,
WD-73-20160503-1620,10,
WD-73-20160503-1620,11,
WD-73-20160503-1620,12,
WD-73-20160503-1620,13,
WD-73-20160503-1620,14,
WD-73-20160503-1620,15,
WD-73-20160503-1620,16,
WD-73-20160503-1620,17,
WD-73-20160503-1620,18,
UNKEYED-926037c6ac98,1,
UNKEYED-926037c6ac98,2,
UNKEYED-36d99d167a36,1,
UNKEYED-36d99d167a36,2,
EB-699-20221116-0510,1,
EB-699-20221116-0510,2,
WR-160-20150813-0030,1,
WR-160-20150813-0030,2,
WR-160-20151022-0600,1,
WR-160-20151022-0600,2,
WR-160-20151024-2315,1,
WR-160-20151024-2315,2,
WR-160-20151024-2315,3,
WR-160-20151024-2315,4,
WR-160-20151024-2315,5,
WR-160-20151024-2315,6,
WR-160-20150831-0100,1,
WR-160-20150831-0100,2,
WR-29-20191210-1245,1,
WR-29-20191210-1245,2,
WR-315-20220221-1215,1,
WR-315-20220221-1215,2,
WR-425-20130115-0200,1,
WR-425-20130115-0200,2,
WR-425-20130115-0200,3,
WR-425-20130115-0200,4,
WR-425-20130115-0200,5,
WR-469-20150214-2330,1,
WR-469-20150214-2330,2,
WR-508-20141211-0813,1,
WR-508-20141211-0813,2,
WR-508-20141211-0813,3,
WR-508-20141211-0813,4,
WR-508-20141211-0813,5,
WR-508-20141211-0813,6,
WR-508-20141211-0813,7,
WR-508-20210227-0420,1,
WR-508-20210227-0420,2,
WR-508-20151127-1115,1,
WR-508-20151127-1115,2,
WR-578-20141027-0210,1,
WR-578-20141027-0210,2,
WR-584-20160727-0520,1,
WR-584-20160727-0520,2,
WR-584-20160727-0520,3,
WR-584-20160727-0520,4,
WR-758-20151223-1120,1,
WR-758-20151223-1120,2,
WR-758-20151223-1120,3,
WR-758-20170627-2120,1,
WR-758-20170627-2120,2,
WR-29-20180726-0130,1,
WR-29-20180726-0130,2,
WR-29-20180726-0130,3,
WR-29-20180726-0130,4,
WR-508-20150326-0900,1,
WR-508-20150326-0900,2,
WR-51-20150808-1555,1,
WR-51-20150808-1555,2,
WR-551-20160911-1030,1,
WR-551-20160911-1030,2,
WR-551-20161126-1406,1,
WR-551-20161126-1406,2,
